order,SpecimenID,Site,X,Y,Spit,Raw.material,Key
729,19354,BCJ area F7,18.25,30,6,silcrete,Flake local F26
827,19452,BCJ area F7,15.25,30,6,chert,Flake local F28
862,19487,BCJ area F7,15,30,4,chert,Flake local F28
1145,19770,BCJ area F7,14.2,30,6,quartz,NA
1142,19767,BCJ area F7,14.45,30,6,quartz,NA
1133,19758,BCJ area F7,14.8,30,6,quartz,NA
1159,19784,BCJ area F7,14,30,6,silcrete,NA
1605,20230,BCJ area F7,13.25,30,6,quartz,Flake local quartz
1663,20288,BCJ area F7,13.8,30,6,quartz,NA
1672,20297,BCJ area F7,13.45,30,6,quartz,NA
1675,20300,BCJ area F7,13.2,30,6,quartz,NA
1917,20542,BCJ area F7,13.16,30,6,quartz,NA
3580,22205,BCJ area F7,12,30,6,silcrete,NA
3646,22271,BCJ area F7,12.25,30,6,quartz,Flake local quartz
3958,22544,BCJ area F7,11,30,4,silcrete,NA
4000,22586,BCJ area F7,11.25,30,6,quartz,NA
5184,NA,NA,20.9,30,NA,NA,Excavation boundary
5185,NA,NA,20.8,30,NA,NA,Excavation boundary
5186,NA,NA,20.7,30,NA,NA,Excavation boundary
5187,NA,NA,20.6,30,NA,NA,Excavation boundary
5188,NA,NA,20.5,30,NA,NA,Excavation boundary
5189,NA,NA,20.4,30,NA,NA,Excavation boundary
5190,NA,NA,20.3,30,NA,NA,Excavation boundary
5191,NA,NA,20.2,30,NA,NA,Excavation boundary
5192,NA,NA,20.1,30,NA,NA,Excavation boundary
5193,NA,NA,20,30,NA,NA,Excavation boundary
1191,19816,BCJ area F7,14.3906,30.01,6,quartz,Flake local quartz
1171,19796,BCJ area F7,14.278,30.02,6,quartz,Flake local quartz
1169,19794,BCJ area F7,14.3654,30.03,6,quartz,Flake local quartz
530,19155,BCJ area F7,17.7,30.05,4,quartz,NA
535,19160,BCJ area F7,17.25,30.05,6,quartz,NA
562,19187,BCJ area F7,16.7,30.05,4,quartz,NA
567,19192,BCJ area F7,16.25,30.05,4,quartz,NA
582,19207,BCJ area F7,16.1,30.05,6,quartz,NA
583,19208,BCJ area F7,16.95,30.05,8,quartz,NA
870,19495,BCJ area F7,15.17,30.05,4,quartz,Flake local quartz
890,19515,BCJ area F7,15.1,30.05,4,quartz,NA
891,19516,BCJ area F7,15.95,30.05,4,quartz,NA
1192,19817,BCJ area F7,14.6552,30.05,6,quartz,Flake local quartz
1759,20384,BCJ area F7,13.1,30.05,6,quartz,Flake local quartz
1744,20369,BCJ area F7,13.25,30.05,6,quartz,Flake local quartz
1739,20364,BCJ area F7,13.7,30.05,4,quartz,Core local quartz
1760,20385,BCJ area F7,13.95,30.05,6,quartz,Flake local quartz
1925,20550,BCJ area F7,13.43,30.05,6,quartz,NA
1930,20555,BCJ area F7,13.41,30.05,6,quartz,NA
1945,20570,BCJ area F7,13.26,30.05,6,quartz,NA
1946,20571,BCJ area F7,13.64,30.05,6,quartz,NA
3593,22218,BCJ area F7,12.25,30.05,6,quartz,Flake local quartz
3588,22213,BCJ area F7,12.7,30.05,6,quartz,Flake local quartz
3608,22233,BCJ area F7,12.1,30.05,4,quartz,NA
3609,22234,BCJ area F7,12.95,30.05,4,quartz,NA
3966,22552,BCJ area F7,11.7,30.05,6,quartz,Flake local quartz
3971,22557,BCJ area F7,11.25,30.05,4,quartz,NA
1931,20556,BCJ area F7,13.41,30.08,6,quartz,NA
528,19153,BCJ area F7,17.95,30.095,4,quartz,NA
560,19185,BCJ area F7,16.95,30.095,4,quartz,NA
617,19242,BCJ area F7,18.95,30.095,6,silcrete,NA
868,19493,BCJ area F7,15.095,30.095,4,quartz,Flake local quartz
1737,20362,BCJ area F7,13.95,30.095,4,quartz,Flake local quartz
1923,20548,BCJ area F7,13.35,30.095,6,quartz,NA
3586,22211,BCJ area F7,12.95,30.095,6,quartz,Flake local quartz
3964,22550,BCJ area F7,11.95,30.095,4,quartz,Flake local quartz
5382,NA,NA,11,30.1,NA,NA,Excavation boundary
579,19204,BCJ area F7,16.55,30.1,6,quartz,NA
865,19490,BCJ area F7,15.3,30.1,4,quartz,Flake local quartz
887,19512,BCJ area F7,15.55,30.1,4,quartz,NA
893,19518,BCJ area F7,15.1,30.1,4,quartz,NA
1190,19815,BCJ area F7,14.1,30.1,6,quartz,Flake local quartz
1762,20387,BCJ area F7,13.1,30.1,6,quartz,Flake local quartz
1756,20381,BCJ area F7,13.55,30.1,6,quartz,Flake local quartz
1942,20567,BCJ area F7,13.71,30.1,6,quartz,NA
3605,22230,BCJ area F7,12.55,30.1,4,quartz,NA
3611,22236,BCJ area F7,12.1,30.1,4,quartz,NA
3983,22569,BCJ area F7,11.55,30.1,6,quartz,NA
5194,NA,NA,20,30.1,NA,NA,Excavation boundary
1163,19788,BCJ area F7,14.4426,30.12,6,quartz,Flake local quartz
1164,19789,BCJ area F7,14.5418,30.12,6,quartz,Flake local quartz
1195,19820,BCJ area F7,14.1512,30.13,6,quartz,Flake local quartz
1197,19822,BCJ area F7,14.63,30.14,6,quartz,Flake local quartz
533,19158,BCJ area F7,18,30.15,6,quartz,NA
565,19190,BCJ area F7,17,30.15,4,quartz,NA
880,19505,BCJ area F7,15.045,30.15,6,quartz,Flake local quartz
873,19498,BCJ area F7,16,30.15,6,silcrete,NA
901,19526,BCJ area F7,15.8,30.15,4,quartz,NA
906,19531,BCJ area F7,15.35,30.15,6,quartz,NA
921,19546,BCJ area F7,15.2,30.15,6,quartz,NA
922,19547,BCJ area F7,15.9,30.15,6,quartz,NA
1211,19836,BCJ area F7,14.95,30.15,4,quartz,NA
1285,19910,BCJ area F7,14.85,30.15,8,quartz,NA
1242,19867,BCJ area F7,14.85,30.15,6,quartz,NA
1219,19844,BCJ area F7,14.9,30.15,4,quartz,NA
1218,19843,BCJ area F7,14.2,30.15,4,quartz,NA
1790,20415,BCJ area F7,13.2,30.15,6,quartz,Flake local quartz
1775,20400,BCJ area F7,13.35,30.15,6,quartz,Flake local quartz
1770,20395,BCJ area F7,13.8,30.15,6,quartz,Flake local quartz
1791,20416,BCJ area F7,13.9,30.15,6,quartz,Flake local quartz
1742,20367,BCJ area F7,13.92,30.15,4,quartz,Flake local quartz
1928,20553,BCJ area F7,13.21,30.15,6,quartz,NA
3591,22216,BCJ area F7,12.7,30.15,6,quartz,Flake local quartz
3619,22244,BCJ area F7,12.8,30.15,6,quartz,NA
3624,22249,BCJ area F7,12.35,30.15,6,quartz,NA
3969,22555,BCJ area F7,12,30.15,6,quartz,Flake local quartz
1194,19819,BCJ area F7,14.4032,30.16,6,quartz,Flake local quartz
1275,19900,BCJ area F7,14.025,30.17,6,quartz,NA
907,19532,BCJ area F7,15.35,30.18,6,quartz,NA
1204,19829,BCJ area F7,14.35,30.18,6,silcrete,NA
1776,20401,BCJ area F7,13.35,30.18,6,quartz,Flake local quartz
3625,22250,BCJ area F7,12.35,30.18,6,quartz,NA
1948,20573,BCJ area F7,13,30.19,6,quartz,NA
899,19524,BCJ area F7,16,30.195,4,quartz,NA
1768,20393,BCJ area F7,13.96,30.195,6,quartz,Flake local quartz
3617,22242,BCJ area F7,12.2,30.195,6,quartz,NA
5381,NA,NA,11,30.2,NA,NA,Excavation boundary
527,19152,BCJ area F7,17.35,30.2,4,quartz,NA
559,19184,BCJ area F7,16.35,30.2,4,quartz,NA
570,19195,BCJ area F7,16.7,30.2,4,quartz,NA
616,19241,BCJ area F7,18.35,30.2,6,silcrete,Flake local F26
867,19492,BCJ area F7,15.35,30.2,4,quartz,Flake local quartz
878,19503,BCJ area F7,15.7,30.2,6,quartz,Flake local quartz
918,19543,BCJ area F7,15.65,30.2,6,quartz,NA
924,19549,BCJ area F7,15.2,30.2,6,quartz,NA
1186,19811,BCJ area F7,14.61386,30.2,6,quartz,Flake local quartz
1215,19840,BCJ area F7,14.65,30.2,4,quartz,NA
1221,19846,BCJ area F7,14.02,30.2,4,quartz,NA
1793,20418,BCJ area F7,13.2,30.2,6,quartz,Flake local quartz
1736,20361,BCJ area F7,13.35,30.2,4,quartz,Flake local quartz
1787,20412,BCJ area F7,13.65,30.2,6,quartz,Flake local quartz
1747,20372,BCJ area F7,13.7,30.2,6,quartz,Flake local quartz
1922,20547,BCJ area F7,13.51,30.2,6,quartz,NA
1933,20558,BCJ area F7,13.73,30.2,6,quartz,NA
3585,22210,BCJ area F7,12.35,30.2,6,quartz,Flake local quartz
3596,22221,BCJ area F7,12.7,30.2,6,quartz,Flake local quartz
3963,22549,BCJ area F7,11.35,30.2,4,quartz,Flake local quartz
3974,22560,BCJ area F7,11.7,30.2,4,quartz,NA
5195,NA,NA,20,30.2,NA,NA,Excavation boundary
1979,20604,BCJ area F7,13.01,30.22,6,quartz,NA
1203,19828,BCJ area F7,14.5544,30.23,6,quartz,Flake local quartz
1956,20581,BCJ area F7,13.27,30.24,6,quartz,NA
1961,20586,BCJ area F7,13.25,30.24,6,quartz,NA
1976,20601,BCJ area F7,13.1,30.24,6,quartz,NA
1977,20602,BCJ area F7,13.48,30.24,6,quartz,NA
904,19529,BCJ area F7,15.15,30.25,4,quartz,NA
1251,19876,BCJ area F7,14.95,30.25,6,quartz,NA
1229,19854,BCJ area F7,14.9,30.25,4,quartz,NA
1234,19859,BCJ area F7,14.45,30.25,4,quartz,NA
1283,19908,BCJ area F7,14.35,30.25,8,quartz,NA
1252,19877,BCJ area F7,14.25,30.25,6,quartz,NA
1202,19827,BCJ area F7,14.4788,30.25,6,quartz,Flake local quartz
1773,20398,BCJ area F7,13.15,30.25,6,quartz,Flake local quartz
1824,20449,BCJ area F7,13.25,30.25,6,quartz,Flake local quartz
1821,20446,BCJ area F7,13.3,30.25,6,quartz,Flake local quartz
1855,20480,BCJ area F7,13.35,30.25,6,quartz,Flake local quartz
1806,20431,BCJ area F7,13.45,30.25,6,quartz,Flake local quartz
1801,20426,BCJ area F7,13.9,30.25,6,quartz,Flake local quartz
1822,20447,BCJ area F7,13.98,30.25,6,quartz,Flake local quartz
1938,20563,BCJ area F7,13.81,30.25,6,quartz,NA
3622,22247,BCJ area F7,12.15,30.25,6,quartz,NA
1177,19802,BCJ area F7,14.126,30.26,6,quartz,Core local quartz
1962,20587,BCJ area F7,13.25,30.27,6,quartz,NA
1987,20612,BCJ area F7,13.71,30.27,6,quartz,NA
1992,20617,BCJ area F7,13.26,30.27,6,quartz,NA
1997,20622,BCJ area F7,13.46,30.27,6,quartz,NA
2000,20625,BCJ area F7,13.86,30.27,6,quartz,NA
2007,20632,BCJ area F7,13.11,30.27,6,quartz,NA
2008,20633,BCJ area F7,13.81,30.27,6,quartz,NA
1235,19860,BCJ area F7,14.045,30.28,4,quartz,NA
1807,20432,BCJ area F7,13.45,30.28,6,quartz,Flake local quartz
1939,20564,BCJ area F7,13.16,30.28,6,quartz,NA
1954,20579,BCJ area F7,13.19,30.285,6,quartz,NA
1973,20598,BCJ area F7,13.55,30.29,6,quartz,NA
1227,19852,BCJ area F7,14.29,30.295,4,quartz,NA
1799,20424,BCJ area F7,13.29,30.295,6,quartz,Flake local quartz
5380,NA,NA,11,30.3,NA,NA,Excavation boundary
580,19205,BCJ area F7,16.3,30.3,6,quartz,NA
876,19501,BCJ area F7,15.25,30.3,6,quartz,Flake local quartz
888,19513,BCJ area F7,15.3,30.3,4,quartz,NA
898,19523,BCJ area F7,15.45,30.3,4,quartz,NA
909,19534,BCJ area F7,15.8,30.3,6,quartz,NA
1260,19885,BCJ area F7,14.95,30.3,6,quartz,NA
1206,19831,BCJ area F7,14.8,30.3,4,quartz,NA
1246,19871,BCJ area F7,14.75,30.3,6,quartz,NA
1265,19890,BCJ area F7,14.05,30.3,6,quartz,NA
1280,19905,BCJ area F7,14.35,30.3,6,quartz,NA
1196,19821,BCJ area F7,14.4662,30.3,6,quartz,Flake local quartz
1757,20382,BCJ area F7,13.3,30.3,6,quartz,Flake local quartz
1852,20477,BCJ area F7,13.35,30.3,6,quartz,Flake local quartz
1767,20392,BCJ area F7,13.45,30.3,6,quartz,Flake local quartz
1837,20462,BCJ area F7,13.5,30.3,6,quartz,Flake local quartz
1853,20478,BCJ area F7,13.73,30.3,6,quartz,Flake local quartz
1818,20443,BCJ area F7,13.75,30.3,6,quartz,Flake local quartz
1778,20403,BCJ area F7,13.8,30.3,6,quartz,Flake local quartz
1832,20457,BCJ area F7,13.95,30.3,6,quartz,Flake local quartz
1863,20488,BCJ area F7,13.97,30.3,4,quartz,NA
1868,20493,BCJ area F7,13.6,30.3,4,quartz,NA
1883,20508,BCJ area F7,13.45,30.3,4,quartz,NA
1884,20509,BCJ area F7,13.83,30.3,4,quartz,NA
1943,20568,BCJ area F7,13.46,30.3,6,quartz,NA
1989,20614,BCJ area F7,13.61,30.3,6,quartz,NA
1993,20618,BCJ area F7,13.26,30.3,6,quartz,NA
1998,20623,BCJ area F7,13.26,30.3,6,quartz,NA
2001,20626,BCJ area F7,13.01,30.3,6,quartz,NA
3606,22231,BCJ area F7,12.3,30.3,4,quartz,NA
3616,22241,BCJ area F7,12.45,30.3,6,quartz,NA
3627,22252,BCJ area F7,12.8,30.3,6,quartz,NA
3984,22570,BCJ area F7,11.3,30.3,6,quartz,NA
5196,NA,NA,20,30.3,NA,NA,Excavation boundary
1985,20610,BCJ area F7,13.91,30.315,6,quartz,NA
2004,20629,BCJ area F7,13.56,30.32,6,quartz,NA
2010,20635,BCJ area F7,13.11,30.32,6,quartz,NA
1243,19868,BCJ area F7,14.2,30.33,6,quartz,NA
1266,19891,BCJ area F7,14.5,30.33,6,quartz,NA
1838,20463,BCJ area F7,13.5,30.33,6,quartz,Flake local quartz
1865,20490,BCJ area F7,13.95,30.33,4,quartz,NA
1869,20494,BCJ area F7,13.6,30.33,4,quartz,NA
1175,19800,BCJ area F7,14.4536,30.34,6,quartz,Flake local quartz
1959,20584,BCJ area F7,13.05,30.34,6,quartz,NA
1258,19883,BCJ area F7,14.44,30.345,6,quartz,NA
1830,20455,BCJ area F7,13.44,30.345,6,quartz,Flake local quartz
1861,20486,BCJ area F7,13.54,30.345,4,quartz,NA
526,19151,BCJ area F7,17.9,30.35,4,silcrete,Flake local F26
534,19159,BCJ area F7,17.6,30.35,6,quartz,NA
558,19183,BCJ area F7,16.9,30.35,4,chert,Flake local F28
566,19191,BCJ area F7,16.6,30.35,4,quartz,NA
615,19240,BCJ area F7,18.9,30.35,4,quartz,NA
874,19499,BCJ area F7,15.6,30.35,6,silcrete,NA
866,19491,BCJ area F7,15.29,30.35,4,quartz,Flake local quartz
1247,19872,BCJ area F7,14.5,30.35,6,quartz,NA
1277,19902,BCJ area F7,14.8,30.35,6,quartz,NA
1232,19857,BCJ area F7,14.25,30.35,4,quartz,NA
1185,19810,BCJ area F7,14.252,30.35,6,quartz,Flake local quartz
1804,20429,BCJ area F7,13.25,30.35,6,quartz,Flake local quartz
1743,20368,BCJ area F7,13.6,30.35,6,quartz,Flake local quartz
1849,20474,BCJ area F7,13.8,30.35,6,quartz,Backed artefact local quartz
1735,20360,BCJ area F7,13.9,30.35,4,quartz,Flake local quartz
1880,20505,BCJ area F7,13.9,30.35,4,quartz,NA
1921,20546,BCJ area F7,13.86,30.35,6,quartz,NA
1929,20554,BCJ area F7,13.76,30.35,6,quartz,NA
3584,22209,BCJ area F7,12.9,30.35,6,silcrete,NA
3592,22217,BCJ area F7,12.6,30.35,6,quartz,Flake local quartz
3970,22556,BCJ area F7,11.6,30.35,4,quartz,NA
3962,22548,BCJ area F7,11.9,30.35,4,quartz,NA
1167,19792,BCJ area F7,14.441,30.36,6,quartz,Flake local quartz
1886,20511,BCJ area F7,13.35,30.37,4,quartz,NA
1990,20615,BCJ area F7,13.06,30.37,6,quartz,NA
2018,20643,BCJ area F7,13.81,30.37,6,quartz,NA
2023,20648,BCJ area F7,13.36,30.37,6,quartz,NA
2031,20656,BCJ area F7,13.76,30.37,6,quartz,NA
2033,20658,BCJ area F7,13.11,30.37,6,quartz,NA
1953,20578,BCJ area F7,13.35,30.39,6,quartz,NA
1964,20589,BCJ area F7,13.57,30.39,6,quartz,NA
2012,20637,BCJ area F7,13.91,30.39,6,quartz,NA
5379,NA,NA,11,30.4,NA,NA,Excavation boundary
531,19156,BCJ area F7,17.05,30.4,4,quartz,NA
563,19188,BCJ area F7,16.05,30.4,4,quartz,NA
919,19544,BCJ area F7,15.4,30.4,6,quartz,NA
929,19554,BCJ area F7,15.55,30.4,6,quartz,NA
1200,19825,BCJ area F7,14.0284,30.4,6,quartz,Flake local quartz
1168,19793,BCJ area F7,14.05,30.4,6,quartz,Flake local quartz
1237,19862,BCJ area F7,14.9,30.4,4,quartz,NA
1226,19851,BCJ area F7,14.55,30.4,4,quartz,NA
1216,19841,BCJ area F7,14.4,30.4,4,quartz,NA
1263,19888,BCJ area F7,14.3,30.4,6,quartz,NA
1740,20365,BCJ area F7,13.05,30.4,4,quartz,Flake local quartz
1835,20460,BCJ area F7,13.3,30.4,6,quartz,Flake local quartz
1788,20413,BCJ area F7,13.4,30.4,6,quartz,Flake local quartz
1798,20423,BCJ area F7,13.55,30.4,6,quartz,Flake local quartz
1809,20434,BCJ area F7,13.9,30.4,6,quartz,Flake local quartz
1866,20491,BCJ area F7,13.4,30.4,4,quartz,NA
1926,20551,BCJ area F7,13.21,30.4,6,quartz,NA
2020,20645,BCJ area F7,13.71,30.4,6,quartz,NA
2024,20649,BCJ area F7,13.36,30.4,6,quartz,NA
2029,20654,BCJ area F7,13.36,30.4,6,quartz,NA
2032,20657,BCJ area F7,13.11,30.4,6,quartz,NA
3589,22214,BCJ area F7,12.05,30.4,6,quartz,Flake local quartz
3967,22553,BCJ area F7,11.05,30.4,6,quartz,Flake local quartz
5197,NA,NA,20,30.4,NA,NA,Excavation boundary
2016,20641,BCJ area F7,13.96,30.415,6,quartz,NA
1894,20519,BCJ area F7,13.62,30.42,4,quartz,NA
1899,20524,BCJ area F7,13.6,30.42,4,quartz,NA
1904,20529,BCJ area F7,13.8,30.42,6,quartz,NA
1913,20538,BCJ area F7,13.8,30.42,6,quartz,NA
1914,20539,BCJ area F7,13.45,30.42,6,quartz,NA
1915,20540,BCJ area F7,13.83,30.42,6,quartz,NA
1984,20609,BCJ area F7,13.36,30.42,6,quartz,NA
1995,20620,BCJ area F7,13.71,30.42,6,quartz,NA
1262,19887,BCJ area F7,14.85,30.43,6,quartz,NA
1281,19906,BCJ area F7,14.73,30.43,6,quartz,NA
1834,20459,BCJ area F7,13.85,30.43,6,quartz,Flake local quartz
1969,20594,BCJ area F7,13.65,30.44,6,quartz,NA
571,19196,BCJ area F7,17,30.45,4,quartz,NA
879,19504,BCJ area F7,16,30.45,6,quartz,Flake local quartz
892,19517,BCJ area F7,15.8,30.45,4,quartz,NA
897,19522,BCJ area F7,16,30.45,4,quartz,NA
905,19530,BCJ area F7,15.7,30.45,4,quartz,NA
1268,19893,BCJ area F7,14.95,30.45,6,quartz,NA
1257,19882,BCJ area F7,14.6,30.45,6,quartz,NA
1174,19799,BCJ area F7,14.4284,30.45,6,quartz,Flake local quartz
1829,20454,BCJ area F7,13.6,30.45,6,quartz,Flake local quartz
1774,20399,BCJ area F7,13.7,30.45,6,quartz,Backed artefact local quartz
1761,20386,BCJ area F7,13.8,30.45,6,quartz,Flake local quartz
1748,20373,BCJ area F7,13.93,30.45,6,quartz,Backed artefact local quartz
1766,20391,BCJ area F7,13.95,30.45,6,quartz,Flake local quartz
1840,20465,BCJ area F7,13.95,30.45,6,quartz,Flake local quartz
1860,20485,BCJ area F7,13.7,30.45,4,quartz,NA
1871,20496,BCJ area F7,13.92,30.45,4,quartz,NA
1896,20521,BCJ area F7,13.95,30.45,4,quartz,NA
1900,20525,BCJ area F7,13.6,30.45,4,quartz,NA
1934,20559,BCJ area F7,13.16,30.45,6,quartz,NA
1940,20565,BCJ area F7,13.16,30.45,6,quartz,NA
1947,20572,BCJ area F7,13.54,30.45,6,quartz,NA
3597,22222,BCJ area F7,12.8,30.45,6,quartz,Flake local quartz
3610,22235,BCJ area F7,12.8,30.45,4,quartz,NA
3615,22240,BCJ area F7,12.1,30.45,4,quartz,NA
3623,22248,BCJ area F7,12.7,30.45,6,quartz,NA
3975,22561,BCJ area F7,11.6,30.45,6,quartz,NA
1162,19787,BCJ area F7,14.82268,30.46,6,quartz,Flake local quartz
1240,19865,BCJ area F7,14.45,30.46,6,quartz,NA
1892,20517,BCJ area F7,13.54,30.465,4,quartz,NA
1911,20536,BCJ area F7,13.9,30.47,6,quartz,NA
1970,20595,BCJ area F7,13,30.47,6,quartz,NA
2021,20646,BCJ area F7,13.16,30.47,6,quartz,NA
1279,19904,BCJ area F7,14.7,30.49,6,quartz,NA
1180,19805,BCJ area F7,14.441,30.49,6,quartz,Flake local quartz
1974,20599,BCJ area F7,13.3,30.49,6,quartz,NA
5378,NA,NA,11,30.5,NA,NA,Excavation boundary
523,19148,BCJ area F7,17.5,30.5,4,silcrete,Flake local F26
555,19180,BCJ area F7,16.5,30.5,4,silcrete,Flake local F26
612,19237,BCJ area F7,18.5,30.5,4,chert,Flake local F28
875,19500,BCJ area F7,15.25,30.5,6,quartz,Backed artefact local quartz
863,19488,BCJ area F7,15.5,30.5,4,quartz,Flake local quartz
902,19527,BCJ area F7,15.15,30.5,4,quartz,NA
1273,19898,BCJ area F7,14.09,30.5,6,quartz,NA
1771,20396,BCJ area F7,13.15,30.5,6,quartz,Flake local quartz
1732,20357,BCJ area F7,13.5,30.5,4,quartz,Flake local quartz
1819,20444,BCJ area F7,13.5,30.5,6,quartz,Flake local quartz
1845,20470,BCJ area F7,13.9,30.5,6,quartz,Backed artefact local quartz
1876,20501,BCJ area F7,13.91,30.5,4,quartz,NA
1918,20543,BCJ area F7,13.66,30.5,6,quartz,NA
1160,19785,BCJ area F7,14.5,30.5,6,chert,NA
3581,22206,BCJ area F7,12.5,30.5,6,silcrete,NA
3620,22245,BCJ area F7,12.15,30.5,6,quartz,NA
3959,22545,BCJ area F7,11.5,30.5,4,silcrete,NA
5198,NA,NA,20,30.5,NA,NA,Excavation boundary
1897,20522,BCJ area F7,13.4,30.52,4,quartz,NA
2005,20630,BCJ area F7,13.31,30.52,6,quartz,NA
2015,20640,BCJ area F7,13.46,30.52,6,quartz,NA
2026,20651,BCJ area F7,13.81,30.52,6,quartz,NA
1183,19808,BCJ area F7,14.71764,30.53,6,quartz,Flake local quartz
1274,19899,BCJ area F7,14.25,30.53,6,quartz,NA
1846,20471,BCJ area F7,13.25,30.53,6,quartz,Flake local quartz
1877,20502,BCJ area F7,13.35,30.53,4,quartz,NA
1952,20577,BCJ area F7,13.9,30.54,6,quartz,NA
1960,20585,BCJ area F7,13.6,30.54,6,quartz,NA
537,19162,BCJ area F7,17.85,30.55,8,silcrete,NA
569,19194,BCJ area F7,16.85,30.55,4,quartz,NA
877,19502,BCJ area F7,15.185,30.55,6,quartz,Flake local quartz
910,19535,BCJ area F7,15.1,30.55,6,quartz,NA
923,19548,BCJ area F7,15.9,30.55,6,quartz,NA
928,19553,BCJ area F7,15.29,30.55,6,quartz,NA
1184,19809,BCJ area F7,14.50504,30.55,6,quartz,Core local quartz
1213,19838,BCJ area F7,14.1,30.55,4,quartz,NA
1220,19845,BCJ area F7,14.9,30.55,4,quartz,NA
1233,19858,BCJ area F7,14.8,30.55,4,quartz,NA
1278,19903,BCJ area F7,14.55,30.55,6,quartz,NA
1225,19850,BCJ area F7,14.29,30.55,4,quartz,NA
1207,19832,BCJ area F7,14.1,30.55,4,quartz,NA
1250,19875,BCJ area F7,14.9,30.55,6,quartz,NA
1779,20404,BCJ area F7,13.1,30.55,6,quartz,Backed artefact local quartz
1797,20422,BCJ area F7,13.29,30.55,6,quartz,Backed artefact local quartz
1850,20475,BCJ area F7,13.55,30.55,6,quartz,Flake local quartz
1805,20430,BCJ area F7,13.8,30.55,6,quartz,Flake local quartz
1746,20371,BCJ area F7,13.85,30.55,6,quartz,Flake local quartz
1792,20417,BCJ area F7,13.9,30.55,6,quartz,Backed artefact local quartz
1881,20506,BCJ area F7,13.65,30.55,4,quartz,NA
1920,20545,BCJ area F7,13.46,30.55,6,quartz,NA
1924,20549,BCJ area F7,13.26,30.55,6,quartz,NA
1932,20557,BCJ area F7,13.71,30.55,6,quartz,NA
3595,22220,BCJ area F7,12.85,30.55,6,quartz,Flake local quartz
3628,22253,BCJ area F7,12.1,30.55,6,quartz,NA
3973,22559,BCJ area F7,11.85,30.55,4,quartz,NA
1161,19786,BCJ area F7,14.71512,30.56,6,quartz,Flake local quartz
1231,19856,BCJ area F7,14.8,30.56,4,quartz,NA
1193,19818,BCJ area F7,14.8442,30.56,6,quartz,Flake local quartz
1891,20516,BCJ area F7,13.7,30.57,4,quartz,NA
1902,20527,BCJ area F7,13.92,30.57,6,quartz,NA
1919,20544,BCJ area F7,13.76,30.57,6,quartz,NA
1983,20608,BCJ area F7,13.91,30.57,6,quartz,NA
1991,20616,BCJ area F7,13.61,30.57,6,quartz,NA
1936,20561,BCJ area F7,13.41,30.58,6,quartz,NA
1170,19795,BCJ area F7,14.2394,30.59,6,quartz,Flake local quartz
1176,19801,BCJ area F7,14.8316,30.59,6,quartz,Flake local quartz
1957,20582,BCJ area F7,13.05,30.59,6,quartz,NA
5377,NA,NA,11,30.6,NA,NA,Excavation boundary
574,19199,BCJ area F7,16.5,30.6,6,quartz,NA
578,19203,BCJ area F7,16.65,30.6,6,quartz,NA
882,19507,BCJ area F7,15.5,30.6,4,quartz,NA
886,19511,BCJ area F7,15.65,30.6,4,quartz,NA
894,19519,BCJ area F7,15.6,30.6,4,quartz,NA
1178,19803,BCJ area F7,14.37827,30.6,6,quartz,Flake local quartz
1264,19889,BCJ area F7,14.05,30.6,6,quartz,NA
1256,19881,BCJ area F7,14.34,30.6,6,quartz,NA
1230,19855,BCJ area F7,14.025,30.6,4,quartz,NA
1802,20427,BCJ area F7,13.25,30.6,6,quartz,Flake local quartz
1828,20453,BCJ area F7,13.34,30.6,6,quartz,Flake local quartz
1751,20376,BCJ area F7,13.5,30.6,6,quartz,Flake local quartz
1763,20388,BCJ area F7,13.6,30.6,6,quartz,Flake local quartz
1755,20380,BCJ area F7,13.65,30.6,6,quartz,Flake local quartz
1836,20461,BCJ area F7,13.85,30.6,6,quartz,Flake local quartz
1859,20484,BCJ area F7,13.44,30.6,4,quartz,NA
1867,20492,BCJ area F7,13.95,30.6,4,quartz,NA
1937,20562,BCJ area F7,13.66,30.6,6,quartz,NA
1941,20566,BCJ area F7,13.81,30.6,6,quartz,NA
3600,22225,BCJ area F7,12.5,30.6,6,quartz,Flake local quartz
3604,22229,BCJ area F7,12.65,30.6,4,quartz,NA
3612,22237,BCJ area F7,12.6,30.6,4,quartz,NA
3978,22564,BCJ area F7,11.5,30.6,6,quartz,NA
3982,22568,BCJ area F7,11.65,30.6,6,quartz,NA
5199,NA,NA,20,30.6,NA,NA,Excavation boundary
1907,20532,BCJ area F7,13.93,30.62,6,quartz,NA
1988,20613,BCJ area F7,13.06,30.62,6,quartz,NA
1965,20590,BCJ area F7,13,30.64,6,quartz,NA
1971,20596,BCJ area F7,13,30.64,6,quartz,NA
1978,20603,BCJ area F7,13.38,30.64,6,quartz,NA
525,19150,BCJ area F7,17.3,30.65,4,silcrete,NA
557,19182,BCJ area F7,16.3,30.65,4,chert,NA
614,19239,BCJ area F7,18.3,30.65,4,quartz,NA
908,19533,BCJ area F7,15.95,30.65,6,quartz,NA
1205,19830,BCJ area F7,14.95,30.65,4,quartz,NA
1261,19886,BCJ area F7,14.3,30.65,6,quartz,NA
1238,19863,BCJ area F7,14.2,30.65,4,quartz,NA
1249,19874,BCJ area F7,14.3,30.65,6,quartz,NA
1810,20435,BCJ area F7,13.2,30.65,6,quartz,Flake local quartz
