order,Image.J.ID,SpecimenID,Site,notX,notY,Pit,X,Y,first.pit,TP.spit,Spit,Weight,Raw.material,Category,Hue.1,Key,Key_don't plot,Nodule,Breakage,LONG.TRAN.Breakage.type,Cortex,Cortex.col,Retouch,Use.wear,Dors.scar.term,bipolar,Notes,Potlid,Core,Area,Max.Length,Max.Width,FeretX,FeretY,Feret.angle,Perimeter,Round,X.1,Y.1,Image,FQAFP.cat.d,Sed..Col..No.,Nodule.Image,Lustre,Colour.uniformity,Texture,Chroma.1,Hue.2,Chroma.2,Hue.3,Chroma.3,Grain.uniformity,Matrix.grain.size,Largest.grains,Depth..mm.,Platform,O.hang.rem.,Plat.crushing,Termination,Dorsal.scars,Perc..length,Platform.width,Max.P.width,Termination.width,Plat.thick,Max.thick,Date.of.entry,Crazing,Crenated,Ext..Plat..Angle,Arris,confidence,Break.width.prox.,Break.width.distal,Break.width.long.,Plotted
2836,282,21461,BCJ area F7,7.36,5.01,F60,14.745,32.288,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2801,247,21426,BCJ area F7,7.41,4.76,F60,14.79,32.288,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2537,68,21028,BCJ area F7,5.85,5.58,F60,14.955,32.288,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2725,171,21350,BCJ area F7,11.32,10.51,F60,14.96,32.288,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2247,69,20872,BCJ area F7,NA,NA,f59,13.29,32.295,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3008,69,21633,BCJ area F7,NA,NA,F61,15.29,32.295,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2205,27,20830,BCJ area F7,NA,NA,f59,13.3,32.3,NA,3 (20-30cm),6,0.8,quartz,Flake,FINE,Flake local quartz,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.625,16.643,14.371,180.75,103.75,32.735,57.209,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2215,37,20840,BCJ area F7,NA,NA,f59,13.45,32.3,NA,3 (20-30cm),6,0.1,quartz,Flake,FINE,Flake local quartz,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.312,14.708,5.137,57.5,29,121.799,37.127,0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2226,48,20851,BCJ area F7,NA,NA,f59,13.8,32.3,NA,3 (20-30cm),6,0.26,quartz,Flake,FINE,Flake local quartz,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.688,11.314,8.531,74.5,15,45,34.774,0.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2266,88,20891,BCJ area F7,NA,NA,f59,13.75,32.3,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2280,102,20905,BCJ area F7,NA,NA,f59,13.95,32.3,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2285,107,20910,BCJ area F7,NA,NA,f59,13.5,32.3,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2300,122,20925,BCJ area F7,NA,NA,f59,13.35,32.3,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2301,123,20926,BCJ area F7,NA,NA,f59,13.73,32.3,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2311,133,20936,BCJ area F7,NA,NA,f59,13.99,32.3,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2316,138,20941,BCJ area F7,NA,NA,f59,13.6,32.3,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2331,153,20956,BCJ area F7,NA,NA,f59,13.45,32.3,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2332,154,20957,BCJ area F7,NA,NA,f59,13.83,32.3,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2846,292,21471,BCJ area F7,7.86,5.36,F60,14.46,32.3,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3024,85,21649,BCJ area F7,NA,NA,F61,15.2,32.3,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3061,122,21686,BCJ area F7,NA,NA,F61,15.35,32.3,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2976,37,21601,BCJ area F7,NA,NA,F61,15.45,32.3,NA,3 (20-30cm),6,0.3,quartz,Flake,FINE,Flake local quartz,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.188,12.415,8.919,185.25,53,115.017,35.981,0.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3092,153,21717,BCJ area F7,NA,NA,F61,15.45,32.3,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3046,107,21671,BCJ area F7,NA,NA,F61,15.5,32.3,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3077,138,21702,BCJ area F7,NA,NA,F61,15.6,32.3,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3062,123,21687,BCJ area F7,NA,NA,F61,15.73,32.3,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3027,88,21652,BCJ area F7,NA,NA,F61,15.75,32.3,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2987,48,21612,BCJ area F7,NA,NA,F61,15.8,32.3,NA,3 (20-30cm),6,0.39,quartz,Flake,TRANSLUCENT,Flake local quartz,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.438,16.487,11.376,183,31.5,130.696,55.466,0.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3093,154,21718,BCJ area F7,NA,NA,F61,15.83,32.3,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3041,102,21666,BCJ area F7,NA,NA,F61,15.95,32.3,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3072,133,21697,BCJ area F7,NA,NA,F61,15.97,32.3,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3467,27,22092,BCJ area F7,NA,NA,F66,12.3,32.3,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3477,37,22102,BCJ area F7,NA,NA,F66,12.45,32.3,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
3488,48,22113,BCJ area F7,NA,NA,F66,12.8,32.3,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
5256,NA,NA,NA,NA,NA,NA,16,32.3,NA,NA,NA,NA,NA,NA,NA,Excavation boundary,Excavation boundary,line,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5360,NA,NA,NA,NA,NA,NA,11,32.3,NA,NA,NA,NA,NA,NA,NA,Excavation boundary,Excavation boundary,line,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2723,169,21348,BCJ area F7,11.87,10.11,F60,14.26,32.304,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2839,285,21464,BCJ area F7,7.71,4.86,F60,14.295,32.304,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2861,307,21486,BCJ area F7,7.81,5.26,F60,14.41,32.304,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2813,259,21438,BCJ area F7,7.16,4.76,F60,14.49,32.304,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2483,50,21010,BCJ area F7,4.35,2.97,F60,14.615,32.304,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2788,234,21413,BCJ area F7,7.35,5.06,F60,14.71,32.304,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2675,128,21088,BCJ area F7,10.59,10.235,F60,14.845,32.304,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2624,102,21281,BCJ area F7,10.39,8.615,F60,14.9,32.304,NA,3 (20-30cm),6,0.38,quartz,"Angular shatter, non-diagnostic",MEDIUM,Flake local quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.875,14.885,8.741,59.5,19.5,82.278,39.567,0.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2810,256,21435,BCJ area F7,7.51,5.51,F60,14.95,32.304,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2559,75,21169,BCJ area F7,5.85,5.86,F60,14.063,32.32,NA,3 (20-30cm),6,2.47,quartz,FP flaked piece,MEDIUM,Flake local quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.938,18.677,15.914,134,63.25,27.937,58.38,0.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2841,287,21466,BCJ area F7,7.61,5.61,F60,14.18,32.32,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2702,148,21327,BCJ area F7,11.87,10.04,F60,14.255,32.32,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2581,82,21261,BCJ area F7,7.25,4.3,F60,14.3654,32.32,NA,3 (20-30cm),6,0.59,quartz,Flake,MEDIUM,Flake local quartz,NA,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.375,13.695,10.29,148.75,57.5,68.587,40.906,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2756,202,21381,BCJ area F7,7.06,5.27,F60,14.385,32.32,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2463,43,21137,BCJ area F7,6.36,5.345,F60,14.5796,32.32,NA,3 (20-30cm),6,0.65,quartz,Flake,TRANSLUCENT,Flake local quartz,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.375,15.264,11.284,54.75,95.5,121.608,49.931,0.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2510,59,21019,BCJ area F7,4.8,3.72,F60,14.72,32.32,NA,2 (10-20cm),4,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2906,352,21531,BCJ area F7,7.41,5.01,F60,14.81,32.32,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
2644,112,21291,BCJ area F7,10.89,9.215,F60,14.885,32.32,NA,3 (20-30cm),6,0.05,quartz,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,No
