order,Image.J.ID,SpecimenID,Site,notX,notY,X,Y,Spit,Raw.material,Key
2604,92,21271,BCJ area F7,6.84,7.235,14.756,32.512,6,quartz,Flake local quartz
2654,117,21296,BCJ area F7,10.74,9.835,14.865,32.512,6,quartz,NA
3106,167,21731,BCJ area F7,NA,NA,15.4,32.52,6,quartz,NA
2531,66,21026,BCJ area F7,6.35,4.67,14.145,32.528,4,quartz,NA
2367,11,21190,BCJ area F7,1.12,0.45,14.315,32.528,6,quartz,Flake local quartz
2821,267,21446,BCJ area F7,7.76,4.76,14.35,32.528,6,quartz,NA
2450,39,20999,BCJ area F7,3.68,2.935,14.378,32.528,4,quartz,Flake local quartz
2879,325,21504,BCJ area F7,7.11,5.36,14.45,32.528,6,quartz,NA
2901,347,21526,BCJ area F7,7.86,5.01,14.475,32.528,6,quartz,NA
2909,355,21534,BCJ area F7,7.86,5.16,14.48,32.528,6,quartz,NA
2871,317,21496,BCJ area F7,7.16,5.31,14.505,32.528,6,quartz,NA
2381,16,21110,BCJ area F7,2.35,0.355,14.5292,32.528,6,quartz,Flake local quartz
2429,32,20992,BCJ area F7,2.4,2.36,14.7686,32.528,4,quartz,Flake local quartz
2612,96,21275,BCJ area F7,9.63,8.185,14.8064,32.528,6,quartz,Flake local quartz
2614,97,21276,BCJ area F7,9.79,8.535,14.8316,32.528,6,quartz,Flake local quartz
2294,116,20919,BCJ area F7,NA,NA,13.25,32.53,6,quartz,NA
2325,147,20950,BCJ area F7,NA,NA,13.35,32.53,6,quartz,NA
2704,150,21329,BCJ area F7,11.77,9.99,14.21,32.53,6,quartz,NA
3055,116,21680,BCJ area F7,NA,NA,15.25,32.53,6,quartz,NA
3086,147,21711,BCJ area F7,NA,NA,15.35,32.53,6,quartz,NA
2988,49,21613,BCJ area F7,NA,NA,15.1,32.54,6,quartz,Flake local quartz
776,17,19401,BCJ area F7,NA,NA,15.1,32.544,4,quartz,Flake local quartz
2361,9,21188,BCJ area F7,1.75,1.43,14.1638,32.544,6,quartz,Flake local quartz
2568,78,21038,BCJ area F7,7.65,5.37,14.225,32.544,4,quartz,NA
2515,60,21239,BCJ area F7,5.2,3.17,14.252,32.544,6,quartz,Flake local quartz
2580,82,21176,BCJ area F7,6.81,4.315,14.3528,32.544,6,quartz,Core local quartz
2852,298,21477,BCJ area F7,7.86,4.86,14.465,32.544,6,quartz,NA
2536,67,21246,BCJ area F7,6.95,3.765,14.6174,32.544,6,quartz,Flake local quartz
2634,107,21286,BCJ area F7,8.79,6.565,14.625,32.544,6,quartz,NA
2875,321,21500,BCJ area F7,7.36,4.96,14.75,32.544,6,quartz,NA
2744,190,21369,BCJ area F7,7.41,5.02,14.785,32.544,6,quartz,NA
2227,49,20852,BCJ area F7,NA,NA,13.1,32.55,6,quartz,Flake local quartz
2194,16,20819,BCJ area F7,NA,NA,13.85,32.55,6,quartz,Flake local quartz
2240,62,20865,BCJ area F7,NA,NA,13.9,32.55,4,quartz,NA
2245,67,20870,BCJ area F7,NA,NA,13.29,32.55,4,quartz,NA
2253,75,20878,BCJ area F7,NA,NA,13.8,32.55,4,quartz,NA
2298,120,20923,BCJ area F7,NA,NA,13.55,32.55,6,quartz,NA
2329,151,20954,BCJ area F7,NA,NA,13.65,32.55,6,quartz,NA
2565,77,21171,BCJ area F7,6.57,5.83,14.1008,32.55,6,quartz,Flake local quartz
3059,120,21684,BCJ area F7,NA,NA,15.55,32.55,6,quartz,NA
3090,151,21715,BCJ area F7,NA,NA,15.65,32.55,6,quartz,NA
3014,75,21639,BCJ area F7,NA,NA,15.8,32.55,4,quartz,NA
2955,16,21580,BCJ area F7,NA,NA,15.85,32.55,3,quartz,Flake local quartz
3001,62,21626,BCJ area F7,NA,NA,15.9,32.55,4,quartz,NA
3456,16,22081,BCJ area F7,NA,NA,12.85,32.55,6,quartz,Flake local quartz
3489,49,22114,BCJ area F7,NA,NA,12.1,32.55,6,quartz,NA
3918,16,22504,BCJ area F7,NA,NA,11.85,32.55,6,quartz,NA
2920,366,21545,BCJ area F7,7.61,5.61,14.205,32.56,6,quartz,NA
2481,49,21143,BCJ area F7,5.2,4.51,14.2268,32.56,6,quartz,Flake local quartz
2455,40,21219,BCJ area F7,3.2,1.8,14.3906,32.56,6,quartz,Core local quartz
2796,242,21421,BCJ area F7,7.2,5.31,14.545,32.56,6,quartz,NA
2466,44,21138,BCJ area F7,4.2,3.56,14.6678,32.56,6,quartz,Flake local quartz
2653,117,21077,BCJ area F7,10.23,8.885,14.765,32.56,4,quartz,NA
2576,81,21041,BCJ area F7,7.4,5.17,14.775,32.56,4,quartz,NA
2806,252,21431,BCJ area F7,7.86,4.805,14.45,32.566,6,quartz,NA
3100,161,21725,BCJ area F7,NA,NA,15.7,32.57,6,quartz,NA
3111,172,21736,BCJ area F7,NA,NA,15.92,32.57,6,quartz,NA
2351,6,21100,BCJ area F7,1.15,0.63,14.0882,32.576,6,quartz,Flake local quartz
2889,335,21514,BCJ area F7,7.56,4.96,14.14,32.576,6,quartz,NA
2413,26,21205,BCJ area F7,3.7,4.17,14.1638,32.576,6,quartz,Core local quartz
2713,159,21338,BCJ area F7,11.67,10.26,14.19,32.576,6,quartz,NA
2514,60,21154,BCJ area F7,5.6,5.36,14.2646,32.576,6,quartz,Flake local quartz
2767,213,21392,BCJ area F7,7.16,4.87,14.485,32.576,6,quartz,NA
2539,68,21247,BCJ area F7,5.6,5.93,14.63,32.576,6,quartz,Core local quartz
2343,3,20963,BCJ area F7,2.2,2.32,14.345,32.576,4,silcrete,NA
3051,112,21676,BCJ area F7,NA,NA,15.7,32.59,6,quartz,NA
2755,201,21380,BCJ area F7,7.63,5.02,14.215,32.592,6,quartz,NA
2883,329,21508,BCJ area F7,7.76,4.96,14.355,32.592,6,quartz,NA
2752,198,21377,BCJ area F7,7.31,4.87,14.66,32.592,6,quartz,NA
2669,125,21085,BCJ area F7,9.99,9.535,14.71,32.592,4,quartz,NA
2820,266,21445,BCJ area F7,7.41,5.31,14.795,32.592,6,quartz,NA
2743,189,21368,BCJ area F7,7.45,5.17,14.845,32.592,6,quartz,NA
2953,14,21578,BCJ area F7,NA,NA,15.25,32.6,3,quartz,Flake local quartz
2199,21,20824,BCJ area F7,NA,NA,13.5,32.6,6,quartz,Flake local quartz
2211,33,20836,BCJ area F7,NA,NA,13.6,32.6,6,quartz,Flake local quartz
2203,25,20828,BCJ area F7,NA,NA,13.65,32.6,6,quartz,Flake local quartz
2250,72,20875,BCJ area F7,NA,NA,13.25,32.6,4,quartz,NA
2276,98,20901,BCJ area F7,NA,NA,13.34,32.6,6,quartz,NA
2284,106,20909,BCJ area F7,NA,NA,13.85,32.6,6,quartz,NA
2307,129,20932,BCJ area F7,NA,NA,13.44,32.6,6,quartz,NA
2315,137,20940,BCJ area F7,NA,NA,13.95,32.6,6,quartz,NA
2439,35,21129,BCJ area F7,3.85,3.08,14.91065,32.6,6,quartz,Core local quartz
3011,72,21636,BCJ area F7,NA,NA,15.25,32.6,4,quartz,NA
3068,129,21693,BCJ area F7,NA,NA,15.44,32.6,6,quartz,NA
2960,21,21585,BCJ area F7,NA,NA,15.5,32.6,6,quartz,Flake local quartz
2972,33,21597,BCJ area F7,NA,NA,15.6,32.6,6,quartz,Flake local quartz
2964,25,21589,BCJ area F7,NA,NA,15.65,32.6,6,quartz,Flake local quartz
3045,106,21670,BCJ area F7,NA,NA,15.85,32.6,6,quartz,NA
3076,137,21701,BCJ area F7,NA,NA,15.95,32.6,6,quartz,NA
3461,21,22086,BCJ area F7,NA,NA,12.5,32.6,4,quartz,NA
3465,25,22090,BCJ area F7,NA,NA,12.65,32.6,4,quartz,NA
3473,33,22098,BCJ area F7,NA,NA,12.6,32.6,6,quartz,NA
3923,21,22509,BCJ area F7,NA,NA,11.5,32.6,6,quartz,NA
5259,NA,NA,NA,NA,NA,16,32.6,NA,NA,Excavation boundary
5357,NA,NA,NA,NA,NA,11,32.6,NA,NA,Excavation boundary
2485,50,21229,BCJ area F7,4.4,2.72,14.2394,32.608,6,quartz,Flake local quartz
2417,28,20988,BCJ area F7,1.75,2.14,14.4158,32.608,4,quartz,Flake local quartz
2589,85,21179,BCJ area F7,7.75,6.75,14.5292,32.608,6,quartz,Core local quartz
2538,68,21162,BCJ area F7,5.65,4.12,14.6426,32.608,6,quartz,Flake local quartz
2468,45,21005,BCJ area F7,3.45,1.85,14.693,32.608,4,quartz,Flake local quartz
2747,193,21372,BCJ area F7,7.33,4.87,14.7,32.608,6,quartz,NA
2401,22,21201,BCJ area F7,15.22,33.25,14.8946,32.608,6,quartz,Flake local quartz
2968,29,21593,BCJ area F7,NA,NA,15.1,32.608,6,quartz,Core local quartz
2954,15,21579,BCJ area F7,NA,NA,15.25,32.612,3,quartz,Flake local quartz
2518,61,21240,BCJ area F7,5.11,2.735,14.2772,32.624,6,quartz,Flake local quartz
2779,225,21404,BCJ area F7,6.95,5.41,14.3,32.624,6,quartz,NA
2891,337,21516,BCJ area F7,7.79,4.96,14.385,32.624,6,quartz,NA
2829,275,21454,BCJ area F7,7.86,4.76,14.455,32.624,6,quartz,NA
2593,87,21047,BCJ area F7,8.14,5.92,14.56,32.624,4,quartz,NA
2525,64,21024,BCJ area F7,5.35,5.03,14.86,32.624,4,quartz,NA
2618,99,21278,BCJ area F7,10.14,9.585,14.882,32.624,6,quartz,Flake local quartz
2552,73,21033,BCJ area F7,7.49,4.87,14.9,32.624,4,quartz,NA
2677,129,21089,BCJ area F7,11.32,9.94,14.935,32.624,4,quartz,NA
2832,278,21457,BCJ area F7,7.51,5.31,14.96,32.624,6,quartz,NA
2341,2,20962,BCJ area F7,1.4,1.62,14.185,32.624,4,silcrete,NA
2591,86,21046,BCJ area F7,7.65,6.12,14.23,32.64,4,quartz,NA
2751,197,21376,BCJ area F7,7.66,5.17,14.245,32.64,6,quartz,NA
2724,170,21349,BCJ area F7,11.89,10.26,14.27,32.64,6,quartz,NA
2710,156,21335,BCJ area F7,11.92,10.13,14.285,32.64,6,quartz,NA
2542,69,21248,BCJ area F7,6.89,4.07,14.6552,32.64,6,quartz,Flake local quartz
2629,105,21065,BCJ area F7,10.19,9.735,14.75,32.64,4,quartz,NA
2768,214,21393,BCJ area F7,7.54,4.87,14.99,32.64,6,quartz,NA
2726,172,21351,BCJ area F7,11.77,10.11,14.215,32.644,6,quartz,NA
2182,4,20807,BCJ area F7,NA,NA,13.3,32.65,4,quartz,Flake local quartz
2225,47,20850,BCJ area F7,NA,NA,13.95,32.65,6,quartz,Flake local quartz
2258,80,20883,BCJ area F7,NA,NA,13.2,32.65,4,quartz,NA
2271,93,20896,BCJ area F7,NA,NA,13.92,32.65,4,quartz,NA
2281,103,20906,BCJ area F7,NA,NA,13.3,32.65,6,quartz,NA
2312,134,20937,BCJ area F7,NA,NA,13.4,32.65,6,quartz,NA
2943,4,21568,BCJ area F7,NA,NA,15.3,32.65,3,quartz,Flake local quartz
3042,103,21667,BCJ area F7,NA,NA,15.3,32.65,6,quartz,NA
3117,178,21742,BCJ area F7,NA,NA,15.35,32.65,6,quartz,NA
3073,134,21698,BCJ area F7,NA,NA,15.4,32.65,6,quartz,NA
2986,47,21611,BCJ area F7,NA,NA,15.95,32.65,6,quartz,Flake local quartz
3032,93,21657,BCJ area F7,NA,NA,16,32.65,4,quartz,NA
3444,4,22069,BCJ area F7,NA,NA,12.3,32.65,6,chert,NA
3487,47,22112,BCJ area F7,NA,NA,12.95,32.65,6,quartz,NA
3906,4,22492,BCJ area F7,NA,NA,11.3,32.65,6,quartz,Core local quartz
2824,270,21449,BCJ area F7,7.56,5.31,14.125,32.656,6,quartz,NA
2484,50,21144,BCJ area F7,4.63,2.885,14.252,32.656,6,quartz,Flake local quartz
2870,316,21495,BCJ area F7,7.81,4.96,14.415,32.656,6,quartz,NA
2453,40,21000,BCJ area F7,3.3,1.77,14.441,32.656,4,quartz,Flake local quartz
2789,235,21414,BCJ area F7,7.15,5.59,14.475,32.656,6,quartz,NA
2647,114,21074,BCJ area F7,11.08,9.165,14.92,32.656,4,quartz,NA
2349,5,20965,BCJ area F7,2.15,1.67,14.33,32.656,4,silcrete,NA
2947,8,21572,BCJ area F7,NA,NA,15.1,32.656,3,quartz,Core local quartz
3121,182,21746,BCJ area F7,NA,NA,15.65,32.67,6,quartz,NA
2469,45,21139,BCJ area F7,3.95,4.28,14.0126,32.672,6,quartz,Core local quartz
2440,35,21214,BCJ area F7,4.23,1.305,14.0378,32.672,6,quartz,Flake local quartz
2597,89,21049,BCJ area F7,7.6,4.765,14.15,32.672,4,quartz,NA
2894,340,21519,BCJ area F7,7.66,5.46,14.26,32.672,6,quartz,NA
2689,135,21314,BCJ area F7,11.92,10.29,14.28,32.672,6,quartz,NA
2625,103,21063,BCJ area F7,7.99,5.765,14.54,32.672,4,quartz,NA
2489,52,21012,BCJ area F7,4.45,4.88,14.64,32.672,4,quartz,NA
2394,20,21114,BCJ area F7,2.33,0.705,14.7686,32.672,6,quartz,Flake local quartz
2785,231,21410,BCJ area F7,7.45,5.56,14.85,32.672,6,quartz,NA
2355,7,21186,BCJ area F7,0.52,0.1,14.1008,32.688,6,quartz,Flake local quartz
2360,9,21103,BCJ area F7,15.35,33,14.1764,32.688,6,quartz,Flake local quartz
2517,61,21155,BCJ area F7,5.57,4.61,14.2898,32.688,6,quartz,Flake local quartz
2895,341,21520,BCJ area F7,7.76,5.03,14.365,32.688,6,quartz,NA
2804,250,21429,BCJ area F7,7.81,5.06,14.395,32.688,6,quartz,NA
2379,15,21194,BCJ area F7,1.42,1.13,14.4914,32.688,6,quartz,Flake local quartz
2421,29,21123,BCJ area F7,2.6,2.93,14.4914,32.688,6,quartz,Flake local quartz
2902,348,21527,BCJ area F7,7.21,5.36,14.575,32.688,6,quartz,NA
2633,107,21067,BCJ area F7,10.58,8.285,14.835,32.688,4,quartz,NA
2680,130,21309,BCJ area F7,11.33,10.14,14.975,32.688,6,quartz,NA
2230,52,20855,BCJ area F7,NA,NA,13.6,32.7,6,quartz,Flake local quartz
2181,3,20806,BCJ area F7,NA,NA,13.8,32.7,4,quartz,Flake local quartz
2234,56,20859,BCJ area F7,NA,NA,13.75,32.7,4,quartz,NA
2242,64,20867,BCJ area F7,NA,NA,13.7,32.7,4,quartz,NA
2289,111,20914,BCJ area F7,NA,NA,13.25,32.7,6,quartz,NA
2295,117,20920,BCJ area F7,NA,NA,13.25,32.7,6,quartz,NA
2302,124,20927,BCJ area F7,NA,NA,13.63,32.7,6,quartz,NA
2320,142,20945,BCJ area F7,NA,NA,13.35,32.7,6,quartz,NA
2326,148,20951,BCJ area F7,NA,NA,13.35,32.7,6,quartz,NA
2333,155,20958,BCJ area F7,NA,NA,13.73,32.7,6,quartz,NA
3050,111,21675,BCJ area F7,NA,NA,15.25,32.7,6,quartz,NA
3081,142,21706,BCJ area F7,NA,NA,15.35,32.7,6,quartz,NA
3087,148,21712,BCJ area F7,NA,NA,15.35,32.7,6,quartz,NA
2991,52,21616,BCJ area F7,NA,NA,15.6,32.7,6,quartz,Flake local quartz
3063,124,21688,BCJ area F7,NA,NA,15.63,32.7,6,quartz,NA
3003,64,21628,BCJ area F7,NA,NA,15.7,32.7,4,quartz,NA
3492,52,22117,BCJ area F7,NA,NA,12.6,32.7,6,quartz,NA
3496,56,22121,BCJ area F7,NA,NA,12.75,32.7,6,quartz,NA
3443,3,22068,BCJ area F7,NA,NA,12.8,32.7,6,chert,Scraper imported
3905,3,22491,BCJ area F7,NA,NA,11.8,32.7,4,quartz,Flake local quartz
5260,NA,NA,NA,NA,NA,16,32.7,NA,NA,Excavation boundary
5356,NA,NA,NA,NA,NA,11,32.7,NA,NA,Excavation boundary
2693,139,21318,BCJ area F7,12.02,10.14,14.8,32.701,6,quartz,NA
2354,7,21101,BCJ area F7,14.57,32.2,14.1134,32.704,6,quartz,Flake local quartz
2927,373,21552,BCJ area F7,7.56,5.61,14.145,32.704,6,quartz,NA
2928,374,21553,BCJ area F7,7.75,5.31,14.34,32.704,6,quartz,NA
2543,70,21030,BCJ area F7,7.05,4.315,14.375,32.704,4,quartz,NA
2404,23,21202,BCJ area F7,3.9,5.17,14.405,32.704,6,quartz,Flake local quartz
2750,196,21375,BCJ area F7,7.11,4.97,14.43,32.704,6,quartz,NA
2586,84,21178,BCJ area F7,15.74,32.885,14.5166,32.704,6,quartz,Flake local quartz
2613,97,21057,BCJ area F7,8.05,5.92,14.545,32.704,4,quartz,NA
2598,89,21268,BCJ area F7,8.29,4.67,14.6804,32.704,6,quartz,Flake local quartz
2679,130,21090,BCJ area F7,11.07,8.94,14.91,32.704,4,quartz,NA
2994,55,21619,BCJ area F7,NA,NA,15.1,32.72,6,quartz,Core local quartz
2470,45,21224,BCJ area F7,4.05,2.35,14.0252,32.72,6,quartz,Flake local quartz
2705,151,21330,BCJ area F7,11.42,9.99,14.105,32.72,6,quartz,NA
2446,37,21216,BCJ area F7,3.95,3.83,14.2142,32.72,6,quartz,Flake local quartz
2520,62,21156,BCJ area F7,5.39,5.905,14.3024,32.72,6,quartz,Flake local quartz
2640,110,21289,BCJ area F7,8.55,6.37,14.6,32.72,6,quartz,NA
2541,69,21163,BCJ area F7,5.92,5.23,14.6804,32.72,6,quartz,Flake local quartz
2931,377,21556,BCJ area F7,7.36,5.51,14.765,32.72,6,quartz,NA
2941,2,21566,BCJ area F7,NA,NA,15.5,32.72,3,silcrete,NA
3099,160,21724,BCJ area F7,NA,NA,15.92,32.72,6,quartz,NA
1600,10,20225,BCJ area F7,NA,NA,14.5166,32.736,6,chert,Flake local F28
2442,36,21130,BCJ area F7,5.71,5.095,14.0504,32.736,6,quartz,Flake local quartz
2722,168,21347,BCJ area F7,11.57,10.14,14.155,32.736,6,quartz,NA
2521,62,21241,BCJ area F7,5.89,6.405,14.315,32.736,6,quartz,Flake local quartz
2905,351,21530,BCJ area F7,7.76,5.31,14.375,32.736,6,quartz,NA
2494,53,21232,BCJ area F7,4.68,3.165,14.4788,32.736,6,quartz,Flake local quartz
2660,120,21299,BCJ area F7,10.49,9.715,14.815,32.736,6,quartz,NA
2400,22,21116,BCJ area F7,15.74,32.815,14.9198,32.736,6,quartz,Flake local quartz
2782,228,21407,BCJ area F7,7.5,5.36,14.935,32.736,6,quartz,NA
2942,3,21567,BCJ area F7,NA,NA,15.8,32.736,3,silcrete,NA
2202,24,20827,BCJ area F7,NA,NA,13,32.75,6,quartz,Core local quartz
2213,35,20838,BCJ area F7,NA,NA,13.4,32.75,6,quartz,Core local quartz
2206,28,20831,BCJ area F7,NA,NA,13.45,32.75,6,quartz,Flake local quartz
2248,70,20873,BCJ area F7,NA,NA,13.3,32.75,4,quartz,NA
2256,78,20881,BCJ area F7,NA,NA,13.95,32.75,4,quartz,NA
2273,95,20898,BCJ area F7,NA,NA,13.75,32.75,4,quartz,NA
2304,126,20929,BCJ area F7,NA,NA,13.85,32.75,6,quartz,NA
3009,70,21634,BCJ area F7,NA,NA,15.3,32.75,4,quartz,NA
2974,35,21599,BCJ area F7,NA,NA,15.4,32.75,6,quartz,Flake local quartz
2967,28,21592,BCJ area F7,NA,NA,15.45,32.75,6,quartz,Flake local quartz
3034,95,21659,BCJ area F7,NA,NA,15.75,32.75,6,quartz,NA
3065,126,21690,BCJ area F7,NA,NA,15.85,32.75,6,quartz,NA
3017,78,21642,BCJ area F7,NA,NA,15.95,32.75,4,quartz,NA
3464,24,22089,BCJ area F7,NA,NA,12,32.75,4,quartz,NA
3468,28,22093,BCJ area F7,NA,NA,12.45,32.75,4,quartz,NA
3475,35,22100,BCJ area F7,NA,NA,12.4,32.75,6,quartz,NA
3926,24,22512,BCJ area F7,NA,NA,11,32.75,6,quartz,NA
2690,136,21315,BCJ area F7,11.57,9.99,14.135,32.752,6,quartz,NA
2760,206,21385,BCJ area F7,7.71,5.07,14.275,32.752,6,quartz,NA
2840,286,21465,BCJ area F7,7.06,5.21,14.4,32.752,6,quartz,NA
2884,330,21509,BCJ area F7,7.11,4.99,14.455,32.752,6,quartz,NA
2877,323,21502,BCJ area F7,7.86,5.46,14.47,32.752,6,quartz,NA
2845,291,21470,BCJ area F7,7.26,4.89,14.61,32.752,6,quartz,NA
2661,121,21081,BCJ area F7,9.24,7.215,14.66,32.752,4,quartz,NA
2545,70,21249,BCJ area F7,7,4.165,14.693,32.752,6,quartz,Flake local quartz
2606,93,21272,BCJ area F7,8.34,7.765,14.7686,32.752,6,quartz,Flake local quartz
2978,39,21603,BCJ area F7,NA,NA,15.2,32.752,6,quartz,Flake local quartz
2903,349,21528,BCJ area F7,7.76,5.04,14.37,32.758,6,quartz,NA
791,14,19425,BCJ area F7,NA,NA,15.25,32.768,4,quartz,Flake local quartz
2715,161,21340,BCJ area F7,11.42,10.11,14.11,32.768,6,quartz,NA
2665,123,21083,BCJ area F7,11.51,8.485,14.12,32.768,4,quartz,NA
2727,173,21352,BCJ area F7,11.57,10.14,14.16,32.768,6,quartz,NA
2572,79,21258,BCJ area F7,7.94,5.07,14.2646,32.768,6,quartz,Flake local quartz
2524,63,21242,BCJ area F7,4.85,4.53,14.3276,32.768,6,quartz,Flake local quartz
2897,343,21522,BCJ area F7,7.85,5.31,14.445,32.768,6,quartz,NA
1731,1,20356,BCJ area F7,13,30,13,32.784,4,silcrete,NA
2695,141,21320,BCJ area F7,11.77,9.99,14.205,32.784,6,quartz,NA
2486,51,21011,BCJ area F7,3.8,2.65,14.49,32.784,4,quartz,NA
2496,54,21148,BCJ area F7,5.63,3.835,14.4914,32.784,6,quartz,Flake local quartz
2916,362,21541,BCJ area F7,7.16,5.41,14.53,32.784,6,quartz,NA
2775,221,21400,BCJ area F7,7.25,5.21,14.595,32.784,6,quartz,NA
2753,199,21378,BCJ area F7,7.31,4.9,14.665,32.784,6,quartz,NA
2544,70,21164,BCJ area F7,5.15,5.63,14.7056,32.784,6,quartz,Flake local quartz
2876,322,21501,BCJ area F7,7.36,4.99,14.755,32.784,6,quartz,NA
2666,123,21302,BCJ area F7,10.24,9.165,14.775,32.784,6,quartz,NA
2431,32,21211,BCJ area F7,3.2,3.06,14.7938,32.784,6,quartz,Flake local quartz
792,15,19426,BCJ area F7,NA,NA,15.25,32.8,4,quartz,Flake local quartz
2754,200,21379,BCJ area F7,7.61,5.37,14.16,32.8,6,quartz,NA
2697,143,21322,BCJ area F7,11.82,10.54,14.235,32.8,6,quartz,NA
2800,246,21425,BCJ area F7,6.91,4.71,14.28,32.8,6,quartz,NA
2523,63,21157,BCJ area F7,5.1,3.57,14.3402,32.8,6,quartz,Flake local quartz
2784,230,21409,BCJ area F7,7.15,5.09,14.47,32.8,6,quartz,NA
2454,40,21134,BCJ area F7,4.75,4.46,14.4788,32.8,6,quartz,Flake local quartz
2926,372,21551,BCJ area F7,7.86,5.53,14.485,32.8,6,quartz,NA
2936,382,21561,BCJ area F7,7.86,5.31,14.495,32.8,6,quartz,NA
2189,11,20814,BCJ area F7,NA,NA,13.6,32.8,4,quartz,Flake local quartz
2212,34,20837,BCJ area F7,NA,NA,13.9,32.8,6,quartz,Flake local quartz
2201,23,20826,BCJ area F7,NA,NA,13.96,32.8,6,quartz,Flake local quartz
2261,83,20886,BCJ area F7,NA,NA,13.7,32.8,4,quartz,NA
2265,87,20890,BCJ area F7,NA,NA,13.85,32.8,4,quartz,NA
2279,101,20904,BCJ area F7,NA,NA,13.35,32.8,6,quartz,NA
2287,109,20912,BCJ area F7,NA,NA,13.8,32.8,6,quartz,NA
2310,132,20935,BCJ area F7,NA,NA,13.45,32.8,6,quartz,NA
2318,140,20943,BCJ area F7,NA,NA,13.9,32.8,6,quartz,NA
2198,20,20823,BCJ area F7,NA,NA,13.25,32.8,6,quartz,NA
2912,358,21537,BCJ area F7,7.41,5.54,14.82,32.8,6,quartz,NA
3040,101,21665,BCJ area F7,NA,NA,15.35,32.8,6,quartz,NA
2950,11,21575,BCJ area F7,NA,NA,15.6,32.8,3,quartz,Core local quartz
3022,83,21647,BCJ area F7,NA,NA,15.7,32.8,4,quartz,NA
3048,109,21673,BCJ area F7,NA,NA,15.8,32.8,6,quartz,NA
3026,87,21651,BCJ area F7,NA,NA,15.85,32.8,4,quartz,NA
2973,34,21598,BCJ area F7,NA,NA,15.9,32.8,6,quartz,Flake local quartz
3079,140,21704,BCJ area F7,NA,NA,15.9,32.8,6,quartz,NA
2962,23,21587,BCJ area F7,NA,NA,16,32.8,6,quartz,Flake local quartz
3460,20,22085,BCJ area F7,NA,NA,12.25,32.8,6,quartz,Flake local quartz
3451,11,22076,BCJ area F7,NA,NA,12.6,32.8,6,quartz,Core local quartz
3463,23,22088,BCJ area F7,NA,NA,12.7,32.8,4,quartz,NA
3474,34,22099,BCJ area F7,NA,NA,12.9,32.8,6,quartz,NA
3913,11,22499,BCJ area F7,NA,NA,11.6,32.8,4,quartz,NA
3922,20,22508,BCJ area F7,NA,NA,11.25,32.8,6,quartz,NA
3925,23,22511,BCJ area F7,NA,NA,11.9,32.8,6,quartz,NA
5261,NA,NA,NA,NA,NA,16,32.8,NA,NA,Excavation boundary
5355,NA,NA,NA,NA,NA,11,32.8,NA,NA,Excavation boundary
2406,24,21118,BCJ area F7,4.5,5.74,14.0882,32.816,6,quartz,Core local quartz
2736,182,21361,BCJ area F7,11.42,10.11,14.115,32.816,6,quartz,NA
2763,209,21388,BCJ area F7,7.71,5.42,14.28,32.816,6,quartz,NA
2718,164,21343,BCJ area F7,11.92,10.14,14.29,32.816,6,quartz,NA
2419,28,21207,BCJ area F7,1.78,1.44,14.4284,32.816,6,quartz,Flake local quartz
2497,54,21233,BCJ area F7,5.78,3.135,14.504,32.816,6,quartz,Flake local quartz
2424,30,21124,BCJ area F7,2.57,2.18,14.5796,32.816,6,quartz,Core local quartz
2548,71,21250,BCJ area F7,6.25,4.2,14.7182,32.816,6,quartz,Flake local quartz
2615,98,21058,BCJ area F7,10.13,9.385,14.72,32.816,4,quartz,NA
2459,42,21002,BCJ area F7,4.88,3.19,14.73,32.816,4,quartz,NA
2516,61,21021,BCJ area F7,5.81,2.685,14.95,32.816,4,quartz,NA
3112,173,21737,BCJ area F7,NA,NA,15.35,32.82,6,quartz,NA
2291,113,20916,BCJ area F7,NA,NA,13.5,32.83,6,quartz,NA
2322,144,20947,BCJ area F7,NA,NA,13.6,32.83,6,quartz,NA
3052,113,21677,BCJ area F7,NA,NA,15.5,32.83,6,quartz,NA
2554,73,21252,BCJ area F7,7.49,4.42,14.0126,32.832,6,quartz,Flake local quartz
2546,71,21031,BCJ area F7,6.35,4.17,14.15,32.832,4,quartz,NA
2569,78,21257,BCJ area F7,7.49,5.32,14.252,32.832,6,quartz,Flake local quartz
2414,27,20987,BCJ area F7,2.5,2.38,14.378,32.832,4,quartz,Flake local quartz
2619,100,21060,BCJ area F7,8.24,6.015,14.57,32.832,4,quartz,NA
2837,283,21462,BCJ area F7,7.3,4.905,14.655,32.832,6,quartz,NA
2513,60,21020,BCJ area F7,4.5,2.77,14.66,32.832,4,quartz,NA
2771,217,21396,BCJ area F7,7.35,5.51,14.705,32.832,6,quartz,NA
2881,327,21506,BCJ area F7,7.36,4.99,14.76,32.832,6,quartz,NA
2888,334,21513,BCJ area F7,7.41,5.21,14.805,32.832,6,quartz,NA
2780,226,21405,BCJ area F7,7.5,5.09,14.93,32.832,6,quartz,NA
2794,240,21419,BCJ area F7,7.55,5.61,14.11,32.848,6,quartz,NA
2567,78,21172,BCJ area F7,7.44,4.17,14.189,32.848,6,quartz,Backed artefact local quartz
2573,80,21040,BCJ area F7,6.79,7.185,14.205,32.848,4,quartz,NA
2761,207,21386,BCJ area F7,7.06,5.1,14.39,32.848,6,quartz,NA
2457,41,21135,BCJ area F7,4.43,2.335,14.4914,32.848,6,quartz,Flake local quartz
